Ideus code;EAN barcode;Product name;Availability;Photo;Product type;Power supply;Power;Colour;Lampholder type;Dedicated light source;Replacing the light source;Dimmer compatibility;Colour temperature;Light colour;Luminous flux;Luminous beam angle;Ra;Light source lifetime;Power switch;Adjusting the lighting direction;IP;Possibility of outdoor use;Minimum distance from a lit object;Electric shock protection class;CE;Material;Comments;Height;Width;Depth;Mounting hole x;Mounting hole y
02771;5901477327711;KENT LED 3L WW;26;02771.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;3 x 6 W;chrome/wenge;;SMD LED, in set;no;no;3000;warm white;3 x 490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, plastic;;175;400;60;0;0;
02772;5901477327728;KENT LED 4D WW;30;02772.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;4 x 6 W;chrome/wenge;;SMD LED, in set;no;no;3000;warm white;4 x 490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, plastic;;175;250;250;0;0;
02775;5901477327759;HL7143L DONAT LED 3L WW;2;02775.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;3 x 6 W;chrome/white;;SMD LED, in set;no;no;3000;warm white;3 x 490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, plastic;;142;400;100;0;0;
02777;5901477327773;EPOS G9 1D;100;02777.jpg;Wall & ceiling lighting fitting;230V 50Hz;max 40 W;chrome/wenge;G9;G9, in set;yes;;0;;590 lm;180;100;2000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;127;100;80;0;0;
02778;5901477327780;EPOS G9 2L;100;02778.jpg;Wall & ceiling lighting fitting;230V 50Hz;2 x max 40 W;chrome/wenge;G9;G9, in set;yes;;0;;2 x 590 lm;180;100;2000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;127;240;80;0;0;
02779;5901477327797;EPOS G9 3L;100;02779.jpg;Wall & ceiling lighting fitting;230V 50Hz;3 x max 40 W;chrome/wenge;G9;G9, in set;yes;;0;;3 x 590 lm;180;100;2000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;127;390;80;0;0;
02780;5901477327803;LEON LED C 12W NW;100;02780.jpg;Ceiling SMD LED light fitting;230V 50Hz;12 W;white;;SMD LED, in set;no;no;4000;neutral white;1120 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;85;260;260;0;0;
02781;5901477327810;LEON LED C 16W NW;100;02781.jpg;Ceiling SMD LED light fitting;230V 50Hz;16 W;white;;SMD LED, in set;no;no;4000;neutral white;1360 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;100;325;325;0;0;
02782;5901477327827;LEON LED C 24W NW;100;02782.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;2208 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;110;380;380;0;0;
02783;5901477327834;SOLA LED C 12W NW;100;02783.jpg;Ceiling SMD LED light fitting;230V 50Hz;12 W;white;;SMD LED, in set;no;no;4000;neutral white;1120 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;80;260;260;0;0;
02784;5901477327841;SOLA LED C 16W NW;100;02784.jpg;Ceiling SMD LED light fitting;230V 50Hz;16 W;white;;SMD LED, in set;no;no;4000;neutral white;1390 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;95;325;325;0;0;
02785;5901477327858;SOLA LED C 24W NW;100;02785.jpg;Ceiling SMD LED light fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;2208 lm;160;>80;30000;no;no;44;no;0.5;1;yes;steel sheet, plastic;;105;380;380;0;0;
02786;5901477327865;DORI LED ORANGE;100;02786.jpg;SMD LED desk lamp;230V 50Hz;5 W;orange;;SMD LED, in set;no;no;4000;neutral white;400 lm;140;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;295;130;130;0;0;
02787;5901477327872;DORI LED RED;100;02787.jpg;SMD LED desk lamp;230V 50Hz;5 W;red;;SMD LED, in set;no;no;4000;neutral white;400 lm;140;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;295;130;130;0;0;
02788;5901477327889;DORI LED BLUE;100;02788.jpg;SMD LED desk lamp;230V 50Hz;5 W;blue;;SMD LED, in set;no;no;4000;neutral white;400 lm;140;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;295;130;130;0;0;
02789;5901477327896;DORI LED GREEN;100;02789.jpg;SMD LED desk lamp;230V 50Hz;5 W;green;;SMD LED, in set;no;no;4000;neutral white;400 lm;140;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;295;130;130;0;0;
02790;5901477327902;EGO LED 0,5W;100;02790.jpg;Plug-in LED lamp;230V 50Hz;0,5 W;white;;4 DIP LED, in set;no;no;6500;cold white;12 lm;180;>80;20000;yes;no;20;no;0.3;2;yes;polycarbonate PC, ABS;decorative product;92;53;67;0;0;
02794;5901477327940;ERSTE LED E27 10W NW;100;02794.jpg;SMD LED lamp;230V 50Hz;10 W;white;E27;;;no;4500;neutral white;950 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;110;60;60;0;0;
02795;5901477327957;ERSTE LED E27 12W NW;100;02795.jpg;SMD LED lamp;230V 50Hz;12 W;white;E27;;;no;4500;neutral white;1180 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;112;60;60;0;0;
02799;5901477327995;VELA LED E14 4W WW;100;02799.jpg;SMD LED lamp;230V 50Hz;4 W;white;E14;;;no;3000;warm white;400 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;99;37;37;0;0;
02801;5901477328015;VELA LED E14 6W WW;100;02801.jpg;SMD LED lamp;230V 50Hz;6 W;white;E14;;;no;3000;warm white;560 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;99;37;37;0;0;
02803;5901477328039;ULKE LED E14 4W WW;100;02803.jpg;SMD LED lamp;230V 50Hz;4 W;white;E14;;;no;3000;warm white;400 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;78;45;45;0;0;
02805;5901477328053;ULKE LED E14 6W WW;100;02805.jpg;SMD LED lamp;230V 50Hz;6 W;white;E14;;;no;3000;warm white;560 lm;160;>80;25000;;;0;;0;0;yes;polycarbonate PC, aluminium;;78;45;45;0;0;
02808;5901477328084;SLIM LED C 3W WHITE WW;100;02808.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;3 W;white;;SMD LED, in set;no;no;2700;warm white;140 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast, plastic;;25;88;88;70;0;
02809;5901477328091;SLIM LED C 3W WHITE CW;100;02809.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;3 W;white;;SMD LED, in set;no;no;6500;cold white;140 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast, plastic;;25;88;88;70;0;
02810;5901477328107;SLIM LED C 6W WHITE WW;100;02810.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;6 W;white;;SMD LED, in set;no;no;2700;warm white;340 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast, plastic;;25;120;120;108;0;
02811;5901477328114;SLIM LED C 6W WHITE CW;100;02811.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;6 W;white;;SMD LED, in set;no;no;6500;cold white;340 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast, plastic;;25;120;120;108;0;
02812;5901477328121;SLIM LED C 15W WHITE WW;100;02812.jpg;Downlight SMD LED fitting;230V 50Hz;15 W;white;;SMD LED, in set;no;no;2700;warm white;1080 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast, plastic;;25;190;190;174;0;
02813;5901477328138;SLIM LED C 15W WHITE CW;100;02813.jpg;Downlight SMD LED fitting;230V 50Hz;15 W;white;;SMD LED, in set;no;no;6500;cold white;1080 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast, plastic;;25;190;190;174;0;
02828;5901477328282;NELI LED 1L WW;0;02828.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;6 W;chrome;;SMD LED, in set;no;no;3000;warm white;490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;185;90;120;0;0;
02829;5901477328299;NELI LED 2I WW;4;02829.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;2 x 6 W;chrome;;SMD LED, in set;no;no;3000;warm white;2 x 490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;185;405;90;0;0;
02830;5901477328305;NELI LED 3I WW;6;02830.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;3 x 6 W;chrome;;SMD LED, in set;no;no;3000;warm white;3 x 490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;185;565;90;0;0;
02831;5901477328312;NELI LED 4I WW;100;02831.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;4 x 6 W;chrome;;SMD LED, in set;no;no;3000;warm white;4 x 490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;185;765;90;0;0;
02832;5901477328329;NELI LED 3C WW;27;02832.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;3 x 6 W;chrome;;SMD LED, in set;no;no;3000;warm white;3 x 490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;185;210;210;0;0;
02835;5901477328350;EPOS G9 4L;100;02835.jpg;Wall & ceiling lighting fitting;230V 50Hz;4 x max 40 W;chrome/wenge;G9;G9, in set;yes;;0;;4 x 590 lm;180;100;2000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;127;630;80;0;0;
02836;5901477328367;KOMBI GU10 1C;100;02836.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;max 35 W;black/white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;stainless steel;;127;110;110;0;0;
02837;5901477328374;KOMBI GU10 2L;100;02837.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;2 x max 35 W;black/white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;stainless steel;;127;280;80;0;0;
02838;5901477328381;KOMBI GU10 3L;100;02838.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;3 x max 35 W;black/white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;stainless steel;;127;430;80;0;0;
02839;5901477328398;KOMBI GU10 4D;100;02839.jpg;Wall & ceiling lighting fitting;220-240V 50/60Hz;4 x max 35 W;black/white;GU10;LED;yes;;0;;;0;;0;no;yes;20;no;0.5;1;yes;stainless steel;;127;250;250;0;0;
02840;5901477328404;RUDA LED 1C WW;0;02840.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;6 W;copper/chrome;;SMD LED, in set;no;no;3000;warm white;490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;165;90;80;0;0;
02841;5901477328411;RUDA LED 2L WW;3;02841.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;2 x 6 W;copper/chrome;;SMD LED, in set;no;no;3000;warm white;2 x 490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;165;280;80;0;0;
02842;5901477328428;RUDA LED 3I WW;7;02842.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;3 x 6 W;copper/chrome;;SMD LED, in set;no;no;3000;warm white;3 x 490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;165;505;80;0;0;
02843;5901477328435;RUDA LED 4I WW;90;02843.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;4 x 6 W;copper/chrome;;SMD LED, in set;no;no;3000;warm white;4 x 490 lm;120;>80;30000;no;yes;20;no;0.5;1;yes;stainless steel, glass;;165;645;80;0;0;
02845;5901477328459;ZUZA LED 2L WW;2;02845.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;2 x 6 W;chrome;;SMD LED, in set;no;no;3000;warm white;2 x 490 lm;120;>80;30000;no;yes;44;no;0.5;1;yes;stainless steel, glass;for operation in increased-humidity locations, e.g. bathrooms, with transformer;128;280;80;0;0;
02847;5901477328473;GABI LED 2L WW;0;02847.jpg;Wall & ceiling SMD LED lighting fitting;230V 50Hz;4 x 3 W;chrome;;SMD LED, in set;no;no;3000;warm white;4 x 245 lm;120;>80;30000;no;no;44;no;0.5;1;yes;stainless steel, glass;for operation in increased-humidity locations, e.g. bathrooms, with transformer;136;260;80;0;0;
02848;5901477328480;SOLARO LED 2W CW;0;02848.jpg;SMD LED floodlight with a motion sensor;DC 1,2 V 3 x Ni-MH 600 mAh;2 W;black;;10 SMD LED, in set;no;;6500;cold white;150 lm;120;>80;15000;yes;yes;44;yes;0.3;3;yes;plastic;rechargeable battery included, range 90°, works with ambient light below 50lx, maximum motion detection range is 8m (<24°), lighting time 30s/ON/OFF;145;155;90;0;0;
02849;5901477328497;TOLA E27 WHITE;100;02849.jpg;Desk lamp;220-240V 50/60Hz;max 40 W;white;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;steel sheet, plastic;;330;145;145;0;0;
02850;5901477328503;TOLA E27 RED;100;02850.jpg;Desk lamp;220-240V 50/60Hz;max 40 W;red;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;steel sheet, plastic;;330;145;145;0;0;
02851;5901477328510;TOLA E27 BLUE;100;02851.jpg;Desk lamp;220-240V 50/60Hz;max 40 W;blue;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;steel sheet, plastic;;330;145;145;0;0;
02852;5901477328527;TOLA E27 SILVER;100;02852.jpg;Desk lamp;220-240V 50/60Hz;max 40 W;silver;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;steel sheet, plastic;;330;145;145;0;0;
02853;5901477328534;TOLA E27 WHITE CLIP;100;02853.jpg;Desk lamp;220-240V 50/60Hz;max 40 W;white;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;steel sheet, plastic;;305;135;125;0;0;
02854;5901477328541;TOLA E27 RED CLIP;57;02854.jpg;Desk lamp;220-240V 50/60Hz;max 40 W;red;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;steel sheet, plastic;;305;135;125;0;0;
02855;5901477328558;TOLA E27 BLUE CLIP;100;02855.jpg;Desk lamp;220-240V 50/60Hz;max 40 W;blue;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;steel sheet, plastic;;305;135;125;0;0;
02856;5901477328565;TOLA E27 SILVER CLIP;48;02856.jpg;Desk lamp;220-240V 50/60Hz;max 40 W;silver;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;steel sheet, plastic;;305;135;125;0;0;
02857;5901477328572;KATI E27 WHITE;100;02857.jpg;Desk lamp;220-240V 50/60Hz;max 15 W;white;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;395;150;150;0;0;
02858;5901477328589;KATI E27 RED;100;02858.jpg;Desk lamp;220-240V 50/60Hz;max 15 W;red;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;395;150;150;0;0;
02859;5901477328596;KATI E27 BLUE;100;02859.jpg;Desk lamp;220-240V 50/60Hz;max 15 W;blue;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;395;150;150;0;0;
02860;5901477328602;KATI E27 GREEN;100;02860.jpg;Desk lamp;220-240V 50/60Hz;max 15 W;green;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;395;150;150;0;0;
02861;5901477328619;KATI E27 WHITE CLIP;98;02861.jpg;Desk lamp;220-240V 50/60Hz;max 15 W;white;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;360;145;117;0;0;
02862;5901477328626;KATI E27 RED CLIP;100;02862.jpg;Desk lamp;220-240V 50/60Hz;max 15 W;red;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;360;145;117;0;0;
02863;5901477328633;KATI E27 BLUE CLIP;100;02863.jpg;Desk lamp;220-240V 50/60Hz;max 15 W;blue;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;360;145;117;0;0;
02864;5901477328640;KATI E27 GREEN CLIP;100;02864.jpg;Desk lamp;220-240V 50/60Hz;max 15 W;green;E27;compact fluorescent lamp/LED;yes;;0;;;0;;0;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;360;145;117;0;0;
02865;5901477328657;DORI LED ORANGE CLIP;100;02865.jpg;SMD LED desk lamp;230V 50Hz;5 W;orange;;SMD LED, in set;no;no;4000;neutral white;400 lm;140;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;360;160;65;0;0;
02866;5901477328664;DORI LED RED CLIP;100;02866.jpg;SMD LED desk lamp;230V 50Hz;5 W;red;;SMD LED, in set;no;no;4000;neutral white;400 lm;140;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;360;160;65;0;0;
02867;5901477328671;DORI LED BLUE CLIP;100;02867.jpg;SMD LED desk lamp;230V 50Hz;5 W;blue;;SMD LED, in set;no;no;4000;neutral white;400 lm;140;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;360;160;65;0;0;
02868;5901477328688;DORI LED GREEN CLIP;100;02868.jpg;SMD LED desk lamp;230V 50Hz;5 W;green;;SMD LED, in set;no;no;4000;neutral white;400 lm;140;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, plastic;;360;160;65;0;0;
02869;5901477328695;DEO LED 1W;100;02869.jpg;Plug-in LED lamp;230V 50Hz;1 W;white;;8 DIP LED, in set;no;no;6500;cold white;59 lm;180;>80;20000;yes;no;20;no;0.3;2;yes;polycarbonate PC, ABS;decorative product;104;47;77;0;0;
02870;5901477328701;MYS LED 0,5W;100;02870.jpg;Plug-in LED lamp;230V 50Hz;0,5 W;white;;5 DIP LED, in set;no;no;6500;cold white;30 lm;180;>80;20000;no;no;20;no;0.3;2;yes;ABS;twilight sensor, decorative product;115;57;67;0;0;
02873;5901477328732;RONI LED BLUE;100;02873.jpg;SMD LED desk lamp;230V 50Hz;4 W;blue;;SMD LED, in set;no;no;4000;neutral white;248 lm;120;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, ABS;;350;120;110;0;0;
02874;5901477328749;RONI LED PINK;100;02874.jpg;SMD LED desk lamp;230V 50Hz;4 W;pink;;SMD LED, in set;no;no;4000;neutral white;248 lm;120;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, ABS;;350;120;110;0;0;
02875;5901477328756;RONI LED GREEN;100;02875.jpg;SMD LED desk lamp;230V 50Hz;4 W;green;;SMD LED, in set;no;no;4000;neutral white;248 lm;120;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, ABS;;350;120;110;0;0;
02876;5901477328763;RONI LED SILVER CLIP;100;02876.jpg;SMD LED desk lamp;230V 50Hz;4 W;silver;;SMD LED, in set;no;no;4000;neutral white;248 lm;120;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, ABS;;600;120;110;0;0;
02877;5901477328770;RONI LED BLACK CLIP;0;02877.jpg;SMD LED desk lamp;230V 50Hz;4 W;black;;SMD LED, in set;no;no;4000;neutral white;248 lm;120;>80;30000;yes;yes;20;no;0.3;2;yes;stainless steel, ABS;;600;120;110;0;0;
02878;5901477328787;CINDER LED C 4W NW;5;02878.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;4 W;white;;SMD LED, in set;no;no;4000;neutral white;340 lm;140;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast;;35;85;85;80;0;
02879;5901477328794;CINDER LED C 9W NW;0;02879.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;9 W;white;;SMD LED, in set;no;no;4000;neutral white;765 lm;140;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast;;40;108;108;100;0;
02881;5901477328817;CINDER LED C 19W NW;0;02881.jpg;Downlight SMD LED fitting;230V 50Hz;19 W;white;;SMD LED, in set;no;no;4000;neutral white;1615 lm;140;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast;;50;180;180;165;0;
02882;5901477328824;CINDER LED C 24W NW;0;02882.jpg;Downlight SMD LED fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;2040 lm;140;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast;;60;225;225;210;0;
02883;5901477328831;CINDER LED D 8W NW;1;02883.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;8 W;white;;SMD LED, in set;no;no;4000;neutral white;680 lm;140;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast;;30;105;105;95;95;
02884;5901477328848;CINDER LED D 16W NW;0;02884.jpg;Downlight SMD LED fitting;230V 50Hz;16 W;white;;SMD LED, in set;no;no;4000;neutral white;1360 lm;140;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast;;40;140;140;130;130;
02885;5901477328855;CINDER LED D 20W NW;100;02885.jpg;Downlight SMD LED fitting;230V 50Hz;20 W;white;;SMD LED, in set;no;no;4000;neutral white;1700 lm;140;>80;30000;no;no;20;no;0.5;2;yes;aluminium alloy cast;;50;180;180;165;165;
02892;5901477328923;ALINA LED C 3W+3W NW;100;02892.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;3 W + 3 W;white;;SMD LED, in set;no;no;4000;neutral white;270 lm;140;>80;30000;no;no;42;no;0.5;2;yes;aluminium alloy cast, acrylic glass;driver included, frame lights in blue colour, possibility of switching on white or blue light, or blue and white light at the same time;30;102;102;85;0;
02893;5901477328930;ALINA LED C 6W+3W NW;7;02893.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;6 W + 3 W;white;;SMD LED, in set;no;no;4000;neutral white;540 lm;140;>80;30000;no;no;42;no;0.5;2;yes;aluminium alloy cast, acrylic glass;driver included, frame lights in blue colour, possibility of switching on white or blue light, or blue and white light at the same time;30;145;145;120;0;
02894;5901477328947;ALINA LED C 12W+4W NW;1;02894.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;12 W + 4 W;white;;SMD LED, in set;no;no;4000;neutral white;1080 lm;140;>80;30000;no;no;42;no;0.5;2;yes;aluminium alloy cast, acrylic glass;driver included, frame lights in blue colour, possibility of switching on white or blue light, or blue and white light at the same time;30;195;195;155;0;
02895;5901477328954;ALINA LED D 3W+3W NW;100;02895.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;3 W + 3 W;white;;SMD LED, in set;no;no;4000;neutral white;270 lm;140;>80;30000;no;no;42;no;0.5;2;yes;aluminium alloy cast, acrylic glass;driver included, frame lights in blue colour, possibility of switching on white or blue light, or blue and white light at the same time;30;102;102;85;85;
02896;5901477328961;ALINA LED D 6W+3W NW;2;02896.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;6 W + 3 W;white;;SMD LED, in set;no;no;4000;neutral white;540 lm;140;>80;30000;no;no;42;no;0.5;2;yes;aluminium alloy cast, acrylic glass;driver included, frame lights in blue colour, possibility of switching on white or blue light, or blue and white light at the same time;30;145;145;120;120;
02897;5901477328978;ALINA LED D 12W+4W NW;0;02897.jpg;Ceiling lighting point SMD LED fitting;230V 50Hz;12 W + 4 W;white;;SMD LED, in set;no;no;4000;neutral white;1080 lm;140;>80;30000;no;no;42;no;0.5;2;yes;aluminium alloy cast, acrylic glass;driver included, frame lights in blue colour, possibility of switching on white or blue light, or blue and white light at the same time;30;195;195;155;155;
02898;5901477328985;ALDEN LED C 3W+3W NW;75;02898.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;3 W + 3 W;white;;SMD LED, in set;no;no;4000;neutral white;270 lm;140;>80;30000;no;no;42;no;0.5;2;yes;aluminium alloy cast, acrylic glass;driver included, frame lights in blue colour, possibility of switching on white or blue light, or blue and white light at the same time;38;105;105;0;0;
02899;5901477328992;ALDEN LED C 6W+3W NW;0;02899.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;6 W + 3 W;white;;SMD LED, in set;no;no;4000;neutral white;540 lm;140;>80;30000;no;no;42;no;0.5;2;yes;aluminium alloy cast, acrylic glass;driver included, frame lights in blue colour, possibility of switching on white or blue light, or blue and white light at the same time;38;145;145;0;0;
02901;5901477329012;ALDEN LED D 3W+3W NW;80;02901.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;3 W + 3 W;white;;SMD LED, in set;no;no;4000;neutral white;270 lm;140;>80;30000;no;no;42;no;0.5;2;yes;aluminium alloy cast, acrylic glass;driver included, frame lights in blue colour, possibility of switching on white or blue light, or blue and white light at the same time;38;105;105;0;0;
02904;5901477329043;MARTIN LED C WHITE 6W NW;100;02904.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;6 W;white;;SMD LED, in set;no;no;4000;neutral white;540 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic, polycarbonate PC;;35;120;120;0;0;
02905;5901477329050;MARTIN LED C WHITE 12W NW;100;02905.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;12 W;white;;SMD LED, in set;no;no;4000;neutral white;1080 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic, polycarbonate PC;;35;170;170;0;0;
02906;5901477329067;MARTIN LED C WHITE 18W NW;100;02906.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;18 W;white;;SMD LED, in set;no;no;4000;neutral white;1620 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic, polycarbonate PC;;35;225;225;0;0;
02907;5901477329074;MARTIN LED C WHITE 24W NW;100;02907.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;2160 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic, polycarbonate PC;;35;300;300;0;0;
02908;5901477329081;MARTIN LED D WHITE 6W NW;100;02908.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;6 W;white;;SMD LED, in set;no;no;4000;neutral white;540 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic, polycarbonate PC;;35;120;120;0;0;
02909;5901477329098;MARTIN LED D WHITE 12W NW;100;02909.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;12 W;white;;SMD LED, in set;no;no;4000;neutral white;1080 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic, polycarbonate PC;;35;170;170;0;0;
02910;5901477329104;MARTIN LED D WHITE 18W NW;100;02910.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;18 W;white;;SMD LED, in set;no;no;4000;neutral white;1620 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic, polycarbonate PC;;35;225;225;0;0;
02911;5901477329111;MARTIN LED D WHITE 24W NW;100;02911.jpg;Ceiling SMD LED lighting fitting;230V 50Hz;24 W;white;;SMD LED, in set;no;no;4000;neutral white;2160 lm;120;>80;30000;no;no;20;no;0.5;2;yes;aluminium, plastic, polycarbonate PC;;35;300;300;0;0;
